9490.52	24.83	88.81	0.00
10897.60	24.51	89.13	0.00
11628.93	24.51	89.13	0.00
12762.79	24.83	89.24	0.00
13762.00	24.83	89.24	0.00
14923.24	24.51	89.13	0.00
15353.33	24.51	89.13	0.00
15808.00	24.83	89.03	0.00
16289.41	24.83	89.24	0.00
16799.99	24.83	89.35	0.00
16799.99	24.51	89.03	0.00
16799.99	24.51	89.03	0.00
16799.99	24.51	89.24	0.00
15353.33	24.51	89.24	0.00
14923.24	24.51	89.24	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.24	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.24	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.24	0.00
14923.24	24.83	89.03	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.24	0.00
14923.24	24.83	89.35	0.00
14923.24	24.83	89.03	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.46	0.00
14923.24	24.83	89.46	0.00
14923.24	24.51	89.24	0.00
14923.24	24.83	89.24	0.00
14923.24	24.51	89.24	0.00
14923.24	24.51	89.35	0.00
14923.24	24.83	89.35	0.00
14923.24	24.51	89.35	0.00
14515.78	24.83	89.03	0.00
14923.24	24.83	89.03	0.00
14923.24	24.51	89.03	0.00
14923.24	24.51	89.67	0.00
14923.24	24.51	89.56	0.00
14923.24	24.83	89.13	0.00
14923.24	24.51	89.13	0.00
14923.24	24.51	89.56	0.00
15353.33	24.51	89.35	0.00
19900.00	24.51	89.35	0.00
20657.77	24.51	89.67	0.00
20657.77	24.51	89.46	0.00
20657.77	24.51	89.24	0.00
20657.77	24.83	89.46	0.00
20657.77	24.51	89.78	0.00
20657.77	24.83	89.67	0.00
20657.77	24.19	89.46	0.00
20657.77	24.51	89.24	0.00
20657.77	24.51	89.46	0.00
20657.77	24.51	89.78	0.00
20657.77	24.51	89.56	0.00
20657.77	24.51	89.46	0.00
20657.77	24.51	89.89	0.00
20657.77	24.51	89.24	0.00
20657.77	24.51	89.78	0.00
20657.77	24.83	89.56	0.00
20657.77	24.51	89.56	0.00
20657.77	24.51	89.78	0.00
20657.77	24.51	89.46	0.00
20657.77	24.51	89.78	0.00
20657.77	24.51	89.67	0.00
20657.77	24.83	89.99	0.00
20657.77	24.51	89.67	0.00
20657.77	24.51	89.99	0.00
20657.77	24.51	89.56	0.00
20657.77	24.51	89.35	0.00
20657.77	23.87	89.35	0.00
20657.77	24.83	89.46	0.00
20657.77	24.51	89.99	0.00
20657.77	24.51	89.78	0.00
20657.77	24.83	90.10	0.00
20657.77	24.83	89.67	0.00
19900.00	24.19	89.56	0.00
20657.77	24.19	89.67	0.00
20657.77	24.19	89.56	0.00
20657.77	24.83	90.10	0.00
20657.77	24.51	89.89	0.00
23310.00	24.51	89.89	0.00
23310.00	24.83	89.67	0.00
23310.00	24.51	89.99	0.00
24347.82	24.51	89.89	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.56	0.00
23310.00	24.19	90.21	0.00
24347.82	24.51	89.67	0.00
23310.00	24.51	89.99	0.00
24347.82	24.51	90.21	0.00
23310.00	24.83	89.67	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	90.21	0.00
24347.82	24.51	89.67	0.00
24347.82	24.83	89.99	0.00
23310.00	24.51	90.32	0.00
24347.82	24.51	90.10	0.00
24347.82	24.51	89.99	0.00
23310.00	24.83	89.78	0.00
23310.00	24.51	89.89	0.00
23310.00	24.19	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.19	89.78	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.32	0.00
23310.00	24.51	90.32	0.00
23310.00	24.83	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	90.32	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	90.10	0.00
23310.00	24.83	89.89	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.32	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	89.99	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	89.99	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	89.67	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.19	90.10	0.00
23310.00	24.51	90.32	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	89.78	0.00
23310.00	24.19	89.78	0.00
23310.00	24.51	89.78	0.00
22355.20	24.51	90.10	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	89.78	0.00
23310.00	24.19	90.10	0.00
23310.00	24.83	90.32	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	89.89	0.00
23310.00	24.19	90.21	0.00
23310.00	24.19	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	23.87	89.99	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	89.99	0.00
23310.00	24.51	90.43	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.83	90.10	0.00
23310.00	24.19	90.43	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	90.21	0.00
23310.00	24.19	89.78	0.00
23310.00	24.51	90.43	0.00
23310.00	24.19	89.78	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	90.43	0.00
23310.00	24.51	90.32	0.00
23310.00	24.19	90.21	0.00
23310.00	23.87	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	89.89	0.00
23310.00	24.19	90.21	0.00
23310.00	24.19	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	90.43	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	89.89	0.00
23310.00	24.83	89.99	0.00
23310.00	24.19	90.32	0.00
23310.00	24.19	89.89	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	90.10	0.00
23310.00	24.19	90.10	0.00
23310.00	24.19	89.89	0.00
23310.00	24.51	90.43	0.00
23310.00	24.19	90.10	0.00
23310.00	24.19	89.78	0.00
23310.00	23.87	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	89.78	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.19	89.78	0.00
23310.00	24.83	89.99	0.00
23310.00	24.51	89.99	0.00
23310.00	24.19	90.10	0.00
23310.00	24.51	90.43	0.00
23310.00	24.51	90.21	0.00
23310.00	24.19	90.10	0.00
23310.00	24.19	89.78	0.00
23310.00	24.51	90.32	0.00
23310.00	24.51	90.43	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	90.10	0.00
23310.00	24.51	90.32	0.00
23310.00	24.83	89.78	0.00
23310.00	24.19	89.89	0.00
23310.00	24.51	90.10	0.00
23310.00	24.19	89.89	0.00
23310.00	24.19	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	23.87	90.43	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.21	0.00
23310.00	24.19	90.21	0.00
23310.00	24.19	89.89	0.00
23310.00	24.83	90.10	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	90.21	0.00
23310.00	24.19	90.43	0.00
23310.00	24.51	89.89	0.00
23310.00	24.51	90.21	0.00
23310.00	24.51	89.99	0.00
23310.00	24.51	90.53	0.00
23310.00	24.19	90.21	0.00
23310.00	24.83	90.21	0.00
23310.00	24.51	89.89	0.00
94920.00	24.51	90.21	0.00
285880.00	24.51	89.89	0.00
572320.00	24.51	89.89	0.00
572320.00	24.51	90.43	0.00
572320.00	24.51	90.21	0.00
572320.00	24.51	90.10	0.00
572320.00	24.51	90.21	0.00
572320.00	24.51	90.21	0.00
572320.00	24.51	90.32	0.00
572320.00	24.51	90.21	0.00
572320.00	24.51	90.21	0.00
572320.00	24.19	90.32	0.00
572320.00	24.51	90.21	0.00
572320.00	24.83	89.99	0.00
572320.00	24.51	90.43	0.00
./,),(-*,(.00	24.19	90.32	0.00
94920.00	23.87	90.10	0.00
./,),(-*,(.00	23.54	89.99	0.00
94920.00	23.87	90.10	0.00
./,),(-*,(.00	23.54	90.53	0.00
94920.00	24.83	90.10	0.00
./,),(-*,(.00	24.51	90.53	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.83	90.32	0.00
94920.00	23.54	89.99	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.10	0.00
./,),(-*,(.00	24.51	90.53	0.00
94920.00	24.51	90.21	0.00
./,),(-*,(.00	24.19	90.32	0.00
94920.00	24.51	90.10	0.00
./,),(-*,(.00	24.51	90.43	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.10	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.19	90.32	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.51	90.53	0.00
94920.00	24.51	90.32	0.00
./,),(-*,(.00	24.19	90.10	0.00
94920.00	24.51	90.21	0.00
./,),(-*,(.00	24.51	90.10	0.00
94920.00	24.83	90.32	0.00
./,),(-*,(.00	23.87	90.43	0.00
94920.00	24.51	90.43	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.53	0.00
./,),(-*,(.00	24.51	90.32	0.00
94920.00	24.51	90.64	0.00
./,),(-*,(.00	24.19	90.21	0.00
94920.00	24.51	90.43	0.00
./,),(-*,(.00	24.19	90.10	0.00
94920.00	24.83	90.32	0.00
./,),(-*,(.00	24.51	90.10	0.00
94920.00	24.83	90.43	0.00
./,),(-*,(.00	24.51	90.64	0.00
94920.00	24.83	90.64	0.00
./,),(-*,(.00	24.83	90.10	0.00
94920.00	24.19	90.43	0.00
./,),(-*,(.00	24.19	90.43	0.00
94920.00	24.51	90.43	0.00
./,),(-*,(.00	24.19	90.43	0.00
94920.00	24.19	90.43	0.00
./,),(-*,(.00	24.51	90.75	0.00
94920.00	24.51	90.53	0.00
./,),(-*,(.00	24.19	90.86	0.00
94920.00	24.51	90.64	0.00
./,),(-*,(.00	24.19	90.64	0.00
94920.00	24.51	90.43	0.00
./,),(-*,(.00	24.51	90.86	0.00
94920.00	24.51	90.53	0.00
./,),(-*,(.00	24.51	90.53	0.00
94920.00	24.19	90.43	0.00
./,),(-*,(.00	24.51	90.64	0.00
94920.00	24.51	91.07	0.00
./,),(-*,(.00	24.19	90.64	0.00
94920.00	24.51	90.64	0.00
./,),(-*,(.00	24.19	90.86	0.00
94920.00	24.19	90.75	0.00
./,),(-*,(.00	24.51	90.53	0.00
94920.00	24.83	90.86	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.51	90.96	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.51	90.86	0.00
./,),(-*,(.00	25.16	90.75	0.00
94920.00	24.19	90.96	0.00
./,),(-*,(.00	24.51	90.64	0.00
94920.00	24.51	91.29	0.00
./,),(-*,(.00	23.22	90.96	0.00
94920.00	23.87	91.18	0.00
./,),(-*,(.00	24.51	90.64	0.00
94920.00	24.51	91.18	0.00
./,),(-*,(.00	24.51	90.86	0.00
94920.00	25.16	91.07	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.19	91.07	0.00
./,),(-*,(.00	24.19	91.07	0.00
94920.00	24.51	91.07	0.00
./,),(-*,(.00	24.51	90.86	0.00
94920.00	24.51	91.39	0.00
./,),(-*,(.00	24.19	91.18	0.00
94920.00	24.51	91.18	0.00
./,),(-*,(.00	24.51	91.29	0.00
94920.00	24.83	91.07	0.00
./,),(-*,(.00	24.83	91.18	0.00
94920.00	24.51	91.39	0.00
./,),(-*,(.00	23.87	91.29	0.00
94920.00	24.51	91.18	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.51	91.07	0.00
./,),(-*,(.00	24.51	91.50	0.00
94920.00	24.19	91.29	0.00
./,),(-*,(.00	24.19	91.61	0.00
94920.00	24.83	91.29	0.00
./,),(-*,(.00	24.19	91.07	0.00
94920.00	24.19	90.96	0.00
./,),(-*,(.00	23.87	91.50	0.00
81280.00	23.22	91.39	0.00
./,),(-*,(.00	24.83	90.96	0.00
94920.00	23.87	91.07	0.00
./,),(-*,(.00	25.16	91.29	0.00
94920.00	23.87	91.29	0.00
./,),(-*,(.00	24.51	91.50	0.00
94920.00	24.19	91.18	0.00
./,),(-*,(.00	23.87	91.18	0.00
94920.00	24.19	90.96	0.00
./,),(-*,(.00	24.51	91.18	0.00
94920.00	24.83	91.50	0.00
./,),(-*,(.00	24.51	91.29	0.00
94920.00	24.19	90.96	0.00
./,),(-*,(.00	24.19	91.07	0.00
94920.00	23.54	91.50	0.00
./,),(-*,(.00	24.19	91.18	0.00
94920.00	23.87	91.07	0.00
./,),(-*,(.00	24.19	91.50	0.00
94920.00	24.19	91.29	0.00
./,),(-*,(.00	24.51	91.39	0.00
81280.00	24.19	91.18	0.00
./,),(-*,(.00	24.19	91.39	0.00
94920.00	24.19	91.07	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.51	90.86	0.00
./,),(-*,(.00	24.19	91.39	0.00
94920.00	24.51	91.39	0.00
./,),(-*,(.00	25.16	91.07	0.00
94920.00	23.87	91.07	0.00
./,),(-*,(.00	24.19	90.96	0.00
94920.00	24.19	91.07	0.00
./,),(-*,(.00	24.51	90.86	0.00
94920.00	24.19	91.18	0.00
./,),(-*,(.00	24.19	91.29	0.00
94920.00	24.83	91.18	0.00
./,),(-*,(.00	24.19	91.07	0.00
94920.00	24.51	91.29	0.00
./,),(-*,(.00	24.51	91.61	0.00
94920.00	24.19	91.29	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	24.51	91.29	0.00
./,),(-*,(.00	24.51	91.29	0.00
94920.00	24.51	91.29	0.00
./,),(-*,(.00	24.51	91.18	0.00
94920.00	24.19	90.96	0.00
./,),(-*,(.00	24.51	91.29	0.00
94920.00	24.51	91.50	0.00
./,),(-*,(.00	24.51	91.29	0.00
94920.00	24.51	91.39	0.00
./,),(-*,(.00	24.19	91.39	0.00
94920.00	24.19	91.29	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.19	91.07	0.00
./,),(-*,(.00	24.51	91.07	0.00
94920.00	24.51	91.61	0.00
./,),(-*,(.00	24.19	91.07	0.00
81280.00	24.83	91.07	0.00
./,),(-*,(.00	24.19	91.50	0.00
94920.00	24.51	91.29	0.00
./,),(-*,(.00	24.51	90.96	0.00
94920.00	24.19	91.29	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.83	91.50	0.00
./,),(-*,(.00	24.19	91.07	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.39	0.00
94920.00	24.51	91.29	0.00
./,),(-*,(.00	24.51	91.29	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.29	0.00
81280.00	24.19	91.39	0.00
./,),(-*,(.00	24.19	91.61	0.00
81280.00	24.51	91.61	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.51	91.18	0.00
./,),(-*,(.00	24.19	91.18	0.00
81280.00	24.51	91.72	0.00
./,),(-*,(.00	24.19	91.61	0.00
81280.00	24.83	91.18	0.00
./,),(-*,(.00	24.19	91.18	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	24.83	91.82	0.00
81280.00	23.87	91.50	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	24.19	91.82	0.00
./,),(-*,(.00	23.87	91.50	0.00
81280.00	24.83	91.72	0.00
./,),(-*,(.00	24.51	91.18	0.00
81280.00	24.51	91.07	0.00
./,),(-*,(.00	24.83	91.50	0.00
81280.00	24.51	91.72	0.00
./,),(-*,(.00	24.51	91.72	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	24.51	91.18	0.00
81280.00	24.19	91.18	0.00
./,),(-*,(.00	23.87	91.18	0.00
81280.00	24.19	91.39	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.51	91.61	0.00
./,),(-*,(.00	24.19	91.29	0.00
81280.00	24.51	91.18	0.00
./,),(-*,(.00	24.51	91.29	0.00
81280.00	23.87	91.82	0.00
./,),(-*,(.00	24.83	91.50	0.00
81280.00	24.19	91.18	0.00
./,),(-*,(.00	23.87	91.72	0.00
81280.00	24.83	91.18	0.00
./,),(-*,(.00	24.19	91.61	0.00
81280.00	24.19	91.29	0.00
./,),(-*,(.00	24.19	91.18	0.00
81280.00	26.45	91.50	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	23.87	91.82	0.00
./,),(-*,(.00	24.51	91.29	0.00
81280.00	24.19	91.50	0.00
./,),(-*,(.00	24.83	91.29	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	23.87	91.39	0.00
./,),(-*,(.00	24.51	91.61	0.00
81280.00	24.19	91.72	0.00
./,),(-*,(.00	24.19	91.29	0.00
81280.00	25.16	91.72	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	24.19	91.50	0.00
./,),(-*,(.00	24.83	91.29	0.00
81280.00	24.51	91.29	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	24.51	91.29	0.00
./,),(-*,(.00	23.87	91.61	0.00
81280.00	24.51	91.82	0.00
./,),(-*,(.00	23.54	91.61	0.00
81280.00	24.51	91.61	0.00
./,),(-*,(.00	23.87	91.50	0.00
81280.00	24.51	91.39	0.00
./,),(-*,(.00	24.51	91.72	0.00
81280.00	24.51	91.82	0.00
./,),(-*,(.00	24.19	91.29	0.00
81280.00	23.87	91.61	0.00
./,),(-*,(.00	24.51	91.72	0.00
81280.00	23.54	91.18	0.00
./,),(-*,(.00	24.83	91.72	0.00
81280.00	23.87	91.39	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.19	91.50	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.19	91.39	0.00
./,),(-*,(.00	24.51	91.50	0.00
81280.00	23.87	91.93	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	24.19	91.82	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	25.16	91.82	0.00
81280.00	23.54	91.50	0.00
./,),(-*,(.00	24.19	91.72	0.00
81280.00	23.54	91.72	0.00
./,),(-*,(.00	24.51	91.39	0.00
81280.00	24.19	91.72	0.00
./,),(-*,(.00	23.87	91.93	0.00
81280.00	24.19	91.93	0.00
./,),(-*,(.00	24.83	91.39	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.61	0.00
81280.00	23.54	91.50	0.00
./,),(-*,(.00	23.87	92.04	0.00
81280.00	23.22	91.72	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	24.19	92.04	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	24.19	91.72	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	24.19	91.72	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	24.51	91.72	0.00
./,),(-*,(.00	23.54	92.04	0.00
81280.00	23.87	91.72	0.00
./,),(-*,(.00	24.19	91.29	0.00
81280.00	24.19	91.72	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	24.83	91.93	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.93	0.00
81280.00	23.87	91.72	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	23.87	91.50	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	23.87	92.04	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	24.19	92.15	0.00
./,),(-*,(.00	24.19	91.72	0.00
81280.00	24.51	91.39	0.00
./,),(-*,(.00	23.54	91.82	0.00
81280.00	24.83	91.82	0.00
./,),(-*,(.00	24.19	91.39	0.00
81280.00	23.87	91.82	0.00
./,),(-*,(.00	24.51	91.72	0.00
81280.00	24.51	91.82	0.00
./,),(-*,(.00	24.51	92.04	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	24.51	91.50	0.00
81280.00	24.51	91.72	0.00
./,),(-*,(.00	24.19	91.61	0.00
81280.00	24.19	91.82	0.00
./,),(-*,(.00	24.19	92.15	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.51	91.93	0.00
./,),(-*,(.00	24.19	92.04	0.00
81280.00	23.87	91.82	0.00
./,),(-*,(.00	24.19	92.04	0.00
81280.00	24.51	91.82	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.19	91.50	0.00
./,),(-*,(.00	24.19	91.72	0.00
81280.00	24.19	91.82	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	23.87	91.93	0.00
./,),(-*,(.00	24.19	91.72	0.00
81280.00	24.19	91.50	0.00
./,),(-*,(.00	24.19	91.50	0.00
81280.00	24.19	91.82	0.00
./,),(-*,(.00	24.19	92.04	0.00
81280.00	24.51	91.61	0.00
./,),(-*,(.00	24.19	91.72	0.00
81280.00	23.87	92.04	0.00
./,),(-*,(.00	24.51	91.93	0.00
81280.00	23.87	92.15	0.00
./,),(-*,(.00	24.19	92.04	0.00
81280.00	24.51	91.50	0.00
./,),(-*,(.00	24.19	91.61	0.00
81280.00	24.51	91.72	0.00
./,),(-*,(.00	24.51	91.72	0.00
81280.00	24.19	91.39	0.00
./,),(-*,(.00	24.19	92.04	0.00
81280.00	24.51	92.04	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	24.51	92.04	0.00
./,),(-*,(.00	24.51	91.82	0.00
81280.00	24.51	92.04	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	24.51	91.82	0.00
./,),(-*,(.00	24.19	91.82	0.00
81280.00	24.19	91.61	0.00
./,),(-*,(.00	24.51	91.50	0.00
81280.00	23.87	91.61	0.00
./,),(-*,(.00	23.87	91.61	0.00
81280.00	22.90	91.72	0.00
./,),(-*,(.00	24.19	91.93	0.00
81280.00	23.87	91.50	0.00
./,),(-*,(.00	24.19	92.04	0.00
71050.00	24.19	91.82	0.00
./,),(-*,(.00	24.19	91.82	0.00
71050.00	24.51	91.50	0.00
./,),(-*,(.00	24.19	91.72	0.00
56728.00	24.19	91.72	0.00
572320.00	24.51	92.04	0.00
285880.00	23.87	91.82	0.00
142660.00	24.19	91.82	0.00
94920.00	24.19	91.39	0.00
63093.34	24.19	91.82	0.00
40360.00	24.51	92.04	0.00
28084.00	24.19	92.15	0.00
